HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2460052.51186,2023-04-18.0114878,bk,1.5,17.088,>17.088,99.990,0.406,0.106,g
2460052.51312,2023-04-18.0127402,bk,1.44,17.254,>17.254,99.990,0.342,0.091,g
2460052.51437,2023-04-18.0139917,bk,1.47,17.021,16.645,0.155,0.798,0.113,g
2460054.30477,2023-04-19.8043629,bo,1.6,16.914,>16.914,99.990,0.545,0.125,g
2460054.55462,2023-04-20.0542168,bG,1.48,17.068,16.998,0.206,0.576,0.108,g
2460054.55592,2023-04-20.0555234,bG,1.49,17.085,17.036,0.209,0.557,0.106,g
2460056.55095,2023-04-22.0505236,bG,2.12,17.043,16.565,0.141,0.858,0.111,g
2460057.54548,2023-04-23.0450395,bG,1.44,17.028,16.976,0.209,0.588,0.112,g
2460057.54676,2023-04-23.0463195,bG,1.44,17.055,16.622,0.147,0.815,0.109,g
2460057.54806,2023-04-23.0476171,bG,1.44,16.926,16.896,0.213,0.633,0.123,g
2460059.54059,2023-04-25.0401251,bG,1.48,17.010,16.610,0.152,0.824,0.114,g
2460059.54187,2023-04-25.0414094,bG,1.47,17.064,16.763,0.166,0.716,0.109,g
