HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459447.84588,2021-08-21.3453307,bH,1.57,16.116,>16.116,99.990,0.042,0.260,g
2459447.84717,2021-08-21.3466288,bH,1.51,16.062,>16.062,99.990,0.377,0.273,g
2459452.91357,2021-08-26.4130663,bH,1.63,16.467,>16.467,99.990,0.546,0.188,g
2459452.91488,2021-08-26.4143765,bH,1.53,16.376,>16.376,99.990,0.901,0.205,g
2459452.91616,2021-08-26.4156626,bH,1.57,16.467,16.120,0.159,1.294,0.188,g
2459453.85328,2021-08-27.3527854,bl,1.47,16.484,>16.484,99.990,0.832,0.185,g
2459453.85453,2021-08-27.3540388,bl,1.46,16.568,>16.568,99.990,0.599,0.171,g
2459453.85576,2021-08-27.3552690,bl,1.51,16.450,16.250,0.182,1.149,0.191,g
2459454.85469,2021-08-28.3542160,bH,1.56,16.376,>16.376,99.990,0.532,0.205,g
2459454.85600,2021-08-28.3555231,bH,1.58,16.268,16.251,0.216,1.147,0.226,g
2459454.85730,2021-08-28.3568223,bH,1.57,16.315,16.180,0.194,1.224,0.217,g
2459455.81868,2021-08-29.3182090,bl,1.46,16.757,16.369,0.153,1.030,0.144,g
2459455.81993,2021-08-29.3194519,bl,1.47,16.589,16.296,0.167,1.101,0.168,g
2459455.82117,2021-08-29.3207032,bl,1.45,16.689,>16.689,99.990,0.443,0.153,g
2459457.81456,2021-08-31.3141081,bH,1.47,16.896,16.590,0.165,0.839,0.127,g
2459457.81587,2021-08-31.3154094,bH,1.47,17.057,16.819,0.176,0.679,0.109,g
2459457.81717,2021-08-31.3167108,bH,1.47,17.064,16.857,0.181,0.656,0.109,g
2459460.81915,2021-09-03.3187175,bH,1.47,17.256,16.950,0.165,0.602,0.091,g
2459460.82044,2021-09-03.3200141,bH,1.51,17.298,16.742,0.131,0.731,0.087,g
2459460.82174,2021-09-03.3213046,bH,1.53,17.313,16.901,0.150,0.631,0.086,g
2459463.87589,2021-09-06.3754946,bH,1.52,16.280,>16.280,99.990,0.838,0.223,g
2459463.87720,2021-09-06.3768041,bH,1.52,16.323,>16.323,99.990,0.651,0.215,g
2459463.87851,2021-09-06.3781149,bH,1.52,16.698,16.480,0.179,0.929,0.152,g
2459463.88876,2021-09-06.3883685,bl,1.51,16.826,16.769,0.208,0.713,0.135,g
2459463.89001,2021-09-06.3896140,bl,1.49,16.743,16.724,0.215,0.742,0.146,g
