2456183.87574 20.153 0.062 4.47 233.0
2456184.90229 20.390 0.074 3.97 299.0
2456185.85200 20.617 0.097 4.16 325.0
2456186.85350 20.343 0.122 6.13 349.0
2456191.87906 20.114 0.061 4.44 266.0
2456193.86635 20.538 0.101 4.57 288.0
2456194.88332 20.631 0.108 4.59 294.0
2456196.87085 20.319 0.086 4.35 371.0
2456199.81983 19.898 0.094 6.17 459.0
2456202.82730 20.290 0.148 6.42 517.0
2456204.86239 20.101 0.068 4.13 400.0
2456207.87316 20.501 0.147 5.88 438.0
2456208.78735 20.123 0.085 5.67 301.0
2456210.87186 20.582 0.154 6.18 368.0
2456212.82463 20.283 0.100 5.03 438.0
2456214.87582 20.276 0.152 7.64 381.0
2456216.82249 20.158 0.072 4.58 353.0
2456219.80747 20.004 0.093 6.96 302.0
